date,time,unit,temperature,condition,species,Type,quadrat,loggertype,datetime
7/25/22,5:13:00,C,11,Brown,SAPE,Brown SAPE,Q2,iButton,7/25/22 5:13
7/25/22,5:13:00,C,11.5,Brown,SAPE,Brown SAPE,Q3,iButton,7/25/22 5:13
7/25/22,5:13:00,C,12.5,Brown,SAPE,Brown SAPE,Q4,iButton,7/25/22 5:13
7/25/22,5:13:00,C,10,Brown,SAPE,Brown SAPE,Q7,iButton,7/25/22 5:13
7/25/22,5:13:00,C,12,Brown,SAPE,Brown SAPE,Q9,iButton,7/25/22 5:13
7/25/22,5:13:00,C,11,Brown,STSA,Brown STSA,Q2,iButton,7/25/22 5:13
7/25/22,5:13:00,C,11.5,Brown,STSA,Brown STSA,Q3,iButton,7/25/22 5:13
7/25/22,5:13:00,C,11,Brown,STSA,Brown STSA,Q5,iButton,7/25/22 5:13
7/25/22,5:13:00,C,11.5,Brown,STSA,Brown STSA,Q6,iButton,7/25/22 5:13
7/25/22,5:13:00,C,11,Green,SAPE,Green SAPE,Q2,iButton,7/25/22 5:13
7/25/22,5:13:00,C,11.5,Green,SAPE,Green SAPE,Q4,iButton,7/25/22 5:13
7/25/22,5:13:00,C,10.5,Green,SAPE,Green SAPE,Q5,iButton,7/25/22 5:13
7/25/22,5:13:00,C,10,Green,STSA,Green STSA,Q1,iButton,7/25/22 5:13
7/25/22,5:13:00,C,11,Green,STSA,Green STSA,Q2,iButton,7/25/22 5:13
7/25/22,5:13:00,C,11,Green,STSA,Green STSA,Q3,iButton,7/25/22 5:13
7/25/22,5:13:00,C,11.5,Green,STSA,Green STSA,Q4,iButton,7/25/22 5:13
7/25/22,5:13:00,C,11.5,Green,STSA,Green STSA,Q6,iButton,7/25/22 5:13
7/25/22,5:13:00,C,11,Green,STSA,Green STSA,Q7,iButton,7/25/22 5:13
7/25/22,5:14:00,C,11,Brown,SAPE,Brown SAPE,Q5,iButton,7/25/22 5:14
7/25/22,5:14:00,C,11.5,Brown,SAPE,Brown SAPE,Q6,iButton,7/25/22 5:14
7/25/22,5:14:00,C,11,Brown,STSA,Brown STSA,Q1,iButton,7/25/22 5:14
7/25/22,5:14:00,C,11.5,Brown,STSA,Brown STSA,Q4,iButton,7/25/22 5:14
7/25/22,5:14:00,C,11,Brown,STSA,Brown STSA,Q7,iButton,7/25/22 5:14
7/25/22,5:14:00,C,11,Brown,STSA,Brown STSA,Q9,iButton,7/25/22 5:14
7/25/22,5:14:00,C,11.5,Green,SAPE,Green SAPE,Q1,iButton,7/25/22 5:14
7/25/22,5:14:00,C,11.5,Green,SAPE,Green SAPE,Q3,iButton,7/25/22 5:14
7/25/22,5:14:00,C,11.5,Green,SAPE,Green SAPE,Q6,iButton,7/25/22 5:14
7/25/22,5:14:00,C,10.5,Green,SAPE,Green SAPE,Q7,iButton,7/25/22 5:14
7/25/22,5:14:00,C,11.5,Green,SAPE,Green SAPE,Q9,iButton,7/25/22 5:14
7/25/22,5:14:00,C,10.5,Green,STSA,Green STSA,Q5,iButton,7/25/22 5:14
7/25/22,5:14:00,C,10.5,Green,STSA,Green STSA,Q9,iButton,7/25/22 5:14
7/25/22,5:15:00,C,10,Brown,SAPE,Brown SAPE,Q1,iButton,7/25/22 5:15
7/25/22,5:15:00,C,11,Brown,SAPE,Brown SAPE,Q2,iButton,7/25/22 5:15
7/25/22,5:15:00,C,11.5,Brown,SAPE,Brown SAPE,Q3,iButton,7/25/22 5:15
7/25/22,5:15:00,C,12.5,Brown,SAPE,Brown SAPE,Q4,iButton,7/25/22 5:15
7/25/22,5:15:00,C,10,Brown,SAPE,Brown SAPE,Q7,iButton,7/25/22 5:15
7/25/22,5:15:00,C,12,Brown,SAPE,Brown SAPE,Q9,iButton,7/25/22 5:15
7/25/22,5:15:00,C,11,Brown,STSA,Brown STSA,Q2,iButton,7/25/22 5:15
7/25/22,5:15:00,C,11.5,Brown,STSA,Brown STSA,Q3,iButton,7/25/22 5:15
7/25/22,5:15:00,C,11,Brown,STSA,Brown STSA,Q5,iButton,7/25/22 5:15
7/25/22,5:15:00,C,11.5,Brown,STSA,Brown STSA,Q6,iButton,7/25/22 5:15
7/25/22,5:15:00,C,11,Green,SAPE,Green SAPE,Q2,iButton,7/25/22 5:15
7/25/22,5:15:00,C,11.5,Green,SAPE,Green SAPE,Q4,iButton,7/25/22 5:15
7/25/22,5:15:00,C,10.5,Green,SAPE,Green SAPE,Q5,iButton,7/25/22 5:15
7/25/22,5:15:00,C,10,Green,STSA,Green STSA,Q1,iButton,7/25/22 5:15
7/25/22,5:15:00,C,11,Green,STSA,Green STSA,Q2,iButton,7/25/22 5:15
7/25/22,5:15:00,C,11,Green,STSA,Green STSA,Q3,iButton,7/25/22 5:15
7/25/22,5:15:00,C,11.5,Green,STSA,Green STSA,Q4,iButton,7/25/22 5:15
7/25/22,5:15:00,C,11.5,Green,STSA,Green STSA,Q6,iButton,7/25/22 5:15
7/25/22,5:15:00,C,11,Green,STSA,Green STSA,Q7,iButton,7/25/22 5:15
7/25/22,5:16:00,C,11,Brown,SAPE,Brown SAPE,Q5,iButton,7/25/22 5:16
7/25/22,5:16:00,C,11.5,Brown,SAPE,Brown SAPE,Q6,iButton,7/25/22 5:16
7/25/22,5:16:00,C,11,Brown,STSA,Brown STSA,Q1,iButton,7/25/22 5:16
7/25/22,5:16:00,C,12,Brown,STSA,Brown STSA,Q4,iButton,7/25/22 5:16
7/25/22,5:16:00,C,11,Brown,STSA,Brown STSA,Q7,iButton,7/25/22 5:16
7/25/22,5:16:00,C,11,Brown,STSA,Brown STSA,Q9,iButton,7/25/22 5:16
7/25/22,5:16:00,C,11.5,Green,SAPE,Green SAPE,Q1,iButton,7/25/22 5:16
7/25/22,5:16:00,C,11.5,Green,SAPE,Green SAPE,Q3,iButton,7/25/22 5:16
7/25/22,5:16:00,C,11.5,Green,SAPE,Green SAPE,Q6,iButton,7/25/22 5:16
7/25/22,5:16:00,C,10.5,Green,SAPE,Green SAPE,Q7,iButton,7/25/22 5:16
7/25/22,5:16:00,C,12,Green,SAPE,Green SAPE,Q9,iButton,7/25/22 5:16
7/25/22,5:16:00,C,10.5,Green,STSA,Green STSA,Q5,iButton,7/25/22 5:16
7/25/22,5:16:00,C,10.5,Green,STSA,Green STSA,Q9,iButton,7/25/22 5:16
7/25/22,5:17:00,C,10,Brown,SAPE,Brown SAPE,Q1,iButton,7/25/22 5:17
7/25/22,5:17:00,C,11,Brown,SAPE,Brown SAPE,Q2,iButton,7/25/22 5:17
7/25/22,5:17:00,C,11.5,Brown,SAPE,Brown SAPE,Q3,iButton,7/25/22 5:17
7/25/22,5:17:00,C,12.5,Brown,SAPE,Brown SAPE,Q4,iButton,7/25/22 5:17
7/25/22,5:17:00,C,10,Brown,SAPE,Brown SAPE,Q7,iButton,7/25/22 5:17
7/25/22,5:17:00,C,12,Brown,SAPE,Brown SAPE,Q9,iButton,7/25/22 5:17
7/25/22,5:17:00,C,11,Brown,STSA,Brown STSA,Q2,iButton,7/25/22 5:17
7/25/22,5:17:00,C,11.5,Brown,STSA,Brown STSA,Q3,iButton,7/25/22 5:17
7/25/22,5:17:00,C,11,Brown,STSA,Brown STSA,Q5,iButton,7/25/22 5:17
7/25/22,5:17:00,C,11.5,Brown,STSA,Brown STSA,Q6,iButton,7/25/22 5:17
7/25/22,5:17:00,C,11,Green,SAPE,Green SAPE,Q2,iButton,7/25/22 5:17
7/25/22,5:17:00,C,11.5,Green,SAPE,Green SAPE,Q4,iButton,7/25/22 5:17
7/25/22,5:17:00,C,10.5,Green,SAPE,Green SAPE,Q5,iButton,7/25/22 5:17
7/25/22,5:17:00,C,10,Green,STSA,Green STSA,Q1,iButton,7/25/22 5:17
7/25/22,5:17:00,C,11,Green,STSA,Green STSA,Q2,iButton,7/25/22 5:17
7/25/22,5:17:00,C,11,Green,STSA,Green STSA,Q3,iButton,7/25/22 5:17
7/25/22,5:17:00,C,11.5,Green,STSA,Green STSA,Q4,iButton,7/25/22 5:17
7/25/22,5:17:00,C,11.5,Green,STSA,Green STSA,Q6,iButton,7/25/22 5:17
7/25/22,5:17:00,C,11,Green,STSA,Green STSA,Q7,iButton,7/25/22 5:17
7/25/22,5:18:00,C,11,Brown,SAPE,Brown SAPE,Q5,iButton,7/25/22 5:18
7/25/22,5:18:00,C,11.5,Brown,SAPE,Brown SAPE,Q6,iButton,7/25/22 5:18
7/25/22,5:18:00,C,11,Brown,STSA,Brown STSA,Q1,iButton,7/25/22 5:18
7/25/22,5:18:00,C,12,Brown,STSA,Brown STSA,Q4,iButton,7/25/22 5:18
7/25/22,5:18:00,C,11,Brown,STSA,Brown STSA,Q7,iButton,7/25/22 5:18
7/25/22,5:18:00,C,11,Brown,STSA,Brown STSA,Q9,iButton,7/25/22 5:18
7/25/22,5:18:00,C,11.5,Green,SAPE,Green SAPE,Q1,iButton,7/25/22 5:18
7/25/22,5:18:00,C,11.5,Green,SAPE,Green SAPE,Q3,iButton,7/25/22 5:18
7/25/22,5:18:00,C,11.5,Green,SAPE,Green SAPE,Q6,iButton,7/25/22 5:18
7/25/22,5:18:00,C,10.5,Green,SAPE,Green SAPE,Q7,iButton,7/25/22 5:18
7/25/22,5:18:00,C,12,Green,SAPE,Green SAPE,Q9,iButton,7/25/22 5:18
7/25/22,5:18:00,C,10.5,Green,STSA,Green STSA,Q5,iButton,7/25/22 5:18
7/25/22,5:18:00,C,10.5,Green,STSA,Green STSA,Q9,iButton,7/25/22 5:18
7/25/22,5:19:00,C,10,Brown,SAPE,Brown SAPE,Q1,iButton,7/25/22 5:19
7/25/22,5:19:00,C,11,Brown,SAPE,Brown SAPE,Q2,iButton,7/25/22 5:19
7/25/22,5:19:00,C,11.5,Brown,SAPE,Brown SAPE,Q3,iButton,7/25/22 5:19
7/25/22,5:19:00,C,12.5,Brown,SAPE,Brown SAPE,Q4,iButton,7/25/22 5:19
7/25/22,5:19:00,C,10,Brown,SAPE,Brown SAPE,Q7,iButton,7/25/22 5:19
7/25/22,5:19:00,C,12,Brown,SAPE,Brown SAPE,Q9,iButton,7/25/22 5:19
7/25/22,5:19:00,C,11,Brown,STSA,Brown STSA,Q2,iButton,7/25/22 5:19
7/25/22,5:19:00,C,11.5,Brown,STSA,Brown STSA,Q3,iButton,7/25/22 5:19
7/25/22,5:19:00,C,11,Brown,STSA,Brown STSA,Q5,iButton,7/25/22 5:19
7/25/22,5:19:00,C,11.5,Brown,STSA,Brown STSA,Q6,iButton,7/25/22 5:19
7/25/22,5:19:00,C,11,Green,SAPE,Green SAPE,Q2,iButton,7/25/22 5:19
7/25/22,5:19:00,C,11.5,Green,SAPE,Green SAPE,Q4,iButton,7/25/22 5:19
7/25/22,5:19:00,C,10,Green,SAPE,Green SAPE,Q5,iButton,7/25/22 5:19
7/25/22,5:19:00,C,10,Green,STSA,Green STSA,Q1,iButton,7/25/22 5:19
7/25/22,5:19:00,C,11,Green,STSA,Green STSA,Q2,iButton,7/25/22 5:19
7/25/22,5:19:00,C,11,Green,STSA,Green STSA,Q3,iButton,7/25/22 5:19
7/25/22,5:19:00,C,11.5,Green,STSA,Green STSA,Q4,iButton,7/25/22 5:19
7/25/22,5:19:00,C,11.5,Green,STSA,Green STSA,Q6,iButton,7/25/22 5:19
7/25/22,5:19:00,C,11,Green,STSA,Green STSA,Q7,iButton,7/25/22 5:19
7/25/22,5:20:00,C,11,Brown,SAPE,Brown SAPE,Q5,iButton,7/25/22 5:20
7/25/22,5:20:00,C,11.5,Brown,SAPE,Brown SAPE,Q6,iButton,7/25/22 5:20
7/25/22,5:20:00,C,11,Brown,STSA,Brown STSA,Q1,iButton,7/25/22 5:20
7/25/22,5:20:00,C,11.5,Brown,STSA,Brown STSA,Q4,iButton,7/25/22 5:20
7/25/22,5:20:00,C,11,Brown,STSA,Brown STSA,Q7,iButton,7/25/22 5:20
7/25/22,5:20:00,C,11,Brown,STSA,Brown STSA,Q9,iButton,7/25/22 5:20
7/25/22,5:20:00,C,11.5,Green,SAPE,Green SAPE,Q1,iButton,7/25/22 5:20
7/25/22,5:20:00,C,11.5,Green,SAPE,Green SAPE,Q3,iButton,7/25/22 5:20
7/25/22,5:20:00,C,11.5,Green,SAPE,Green SAPE,Q6,iButton,7/25/22 5:20
7/25/22,5:20:00,C,10.5,Green,SAPE,Green SAPE,Q7,iButton,7/25/22 5:20
7/25/22,5:20:00,C,11.5,Green,SAPE,Green SAPE,Q9,iButton,7/25/22 5:20
7/25/22,5:20:00,C,10.5,Green,STSA,Green STSA,Q5,iButton,7/25/22 5:20
7/25/22,5:20:00,C,10.5,Green,STSA,Green STSA,Q9,iButton,7/25/22 5:20
7/25/22,5:21:00,C,10,Brown,SAPE,Brown SAPE,Q1,iButton,7/25/22 5:21
7/25/22,5:21:00,C,11,Brown,SAPE,Brown SAPE,Q2,iButton,7/25/22 5:21
7/25/22,5:21:00,C,11.5,Brown,SAPE,Brown SAPE,Q3,iButton,7/25/22 5:21
7/25/22,5:21:00,C,12.5,Brown,SAPE,Brown SAPE,Q4,iButton,7/25/22 5:21
7/25/22,5:21:00,C,10,Brown,SAPE,Brown SAPE,Q7,iButton,7/25/22 5:21
7/25/22,5:21:00,C,12,Brown,SAPE,Brown SAPE,Q9,iButton,7/25/22 5:21
7/25/22,5:21:00,C,11,Brown,STSA,Brown STSA,Q2,iButton,7/25/22 5:21
7/25/22,5:21:00,C,11.5,Brown,STSA,Brown STSA,Q3,iButton,7/25/22 5:21
7/25/22,5:21:00,C,10.5,Brown,STSA,Brown STSA,Q5,iButton,7/25/22 5:21
7/25/22,5:21:00,C,11.5,Brown,STSA,Brown STSA,Q6,iButton,7/25/22 5:21
7/25/22,5:21:00,C,10.5,Green,SAPE,Green SAPE,Q2,iButton,7/25/22 5:21
7/25/22,5:21:00,C,11.5,Green,SAPE,Green SAPE,Q4,iButton,7/25/22 5:21
7/25/22,5:21:00,C,10,Green,SAPE,Green SAPE,Q5,iButton,7/25/22 5:21
7/25/22,5:21:00,C,10,Green,STSA,Green STSA,Q1,iButton,7/25/22 5:21
7/25/22,5:21:00,C,11,Green,STSA,Green STSA,Q2,iButton,7/25/22 5:21
7/25/22,5:21:00,C,11,Green,STSA,Green STSA,Q3,iButton,7/25/22 5:21
7/25/22,5:21:00,C,11.5,Green,STSA,Green STSA,Q4,iButton,7/25/22 5:21
7/25/22,5:21:00,C,11.5,Green,STSA,Green STSA,Q6,iButton,7/25/22 5:21
7/25/22,5:21:00,C,10.5,Green,STSA,Green STSA,Q7,iButton,7/25/22 5:21
7/25/22,5:22:00,C,11,Brown,SAPE,Brown SAPE,Q5,iButton,7/25/22 5:22
7/25/22,5:22:00,C,11.5,Brown,SAPE,Brown SAPE,Q6,iButton,7/25/22 5:22
7/25/22,5:22:00,C,11,Brown,STSA,Brown STSA,Q1,iButton,7/25/22 5:22
7/25/22,5:22:00,C,11.5,Brown,STSA,Brown STSA,Q4,iButton,7/25/22 5:22
7/25/22,5:22:00,C,11,Brown,STSA,Brown STSA,Q7,iButton,7/25/22 5:22
7/25/22,5:22:00,C,11,Brown,STSA,Brown STSA,Q9,iButton,7/25/22 5:22
7/25/22,5:22:00,C,11.5,Green,SAPE,Green SAPE,Q1,iButton,7/25/22 5:22
7/25/22,5:22:00,C,11.5,Green,SAPE,Green SAPE,Q3,iButton,7/25/22 5:22
7/25/22,5:22:00,C,11.5,Green,SAPE,Green SAPE,Q6,iButton,7/25/22 5:22
7/25/22,5:22:00,C,10.5,Green,SAPE,Green SAPE,Q7,iButton,7/25/22 5:22
7/25/22,5:22:00,C,11.5,Green,SAPE,Green SAPE,Q9,iButton,7/25/22 5:22
7/25/22,5:22:00,C,10.5,Green,STSA,Green STSA,Q5,iButton,7/25/22 5:22
7/25/22,5:22:00,C,10.5,Green,STSA,Green STSA,Q9,iButton,7/25/22 5:22
7/25/22,5:23:00,C,10,Brown,SAPE,Brown SAPE,Q1,iButton,7/25/22 5:23
7/25/22,5:23:00,C,11,Brown,SAPE,Brown SAPE,Q2,iButton,7/25/22 5:23
7/25/22,5:23:00,C,11.5,Brown,SAPE,Brown SAPE,Q3,iButton,7/25/22 5:23
7/25/22,5:23:00,C,12.5,Brown,SAPE,Brown SAPE,Q4,iButton,7/25/22 5:23
7/25/22,5:23:00,C,10,Brown,SAPE,Brown SAPE,Q7,iButton,7/25/22 5:23
7/25/22,5:23:00,C,12,Brown,SAPE,Brown SAPE,Q9,iButton,7/25/22 5:23
7/25/22,5:23:00,C,11,Brown,STSA,Brown STSA,Q2,iButton,7/25/22 5:23
7/25/22,5:23:00,C,11.5,Brown,STSA,Brown STSA,Q3,iButton,7/25/22 5:23
7/25/22,5:23:00,C,10.5,Brown,STSA,Brown STSA,Q5,iButton,7/25/22 5:23
7/25/22,5:23:00,C,11.5,Brown,STSA,Brown STSA,Q6,iButton,7/25/22 5:23
7/25/22,5:23:00,C,10.5,Green,SAPE,Green SAPE,Q2,iButton,7/25/22 5:23
7/25/22,5:23:00,C,11.5,Green,SAPE,Green SAPE,Q4,iButton,7/25/22 5:23
7/25/22,5:23:00,C,10,Green,SAPE,Green SAPE,Q5,iButton,7/25/22 5:23
7/25/22,5:23:00,C,10,Green,STSA,Green STSA,Q1,iButton,7/25/22 5:23
7/25/22,5:23:00,C,11,Green,STSA,Green STSA,Q2,iButton,7/25/22 5:23
7/25/22,5:23:00,C,10.5,Green,STSA,Green STSA,Q3,iButton,7/25/22 5:23
7/25/22,5:23:00,C,11.5,Green,STSA,Green STSA,Q4,iButton,7/25/22 5:23
7/25/22,5:23:00,C,11.5,Green,STSA,Green STSA,Q6,iButton,7/25/22 5:23
7/25/22,5:23:00,C,10.5,Green,STSA,Green STSA,Q7,iButton,7/25/22 5:23
7/25/22,5:24:00,C,11,Brown,SAPE,Brown SAPE,Q5,iButton,7/25/22 5:24
7/25/22,5:24:00,C,11.5,Brown,SAPE,Brown SAPE,Q6,iButton,7/25/22 5:24
7/25/22,5:24:00,C,11,Brown,STSA,Brown STSA,Q1,iButton,7/25/22 5:24
7/25/22,5:24:00,C,11.5,Brown,STSA,Brown STSA,Q4,iButton,7/25/22 5:24
7/25/22,5:24:00,C,11,Brown,STSA,Brown STSA,Q7,iButton,7/25/22 5:24
7/25/22,5:24:00,C,11,Brown,STSA,Brown STSA,Q9,iButton,7/25/22 5:24
7/25/22,5:24:00,C,11.5,Green,SAPE,Green SAPE,Q1,iButton,7/25/22 5:24
7/25/22,5:24:00,C,11.5,Green,SAPE,Green SAPE,Q3,iButton,7/25/22 5:24
7/25/22,5:24:00,C,11.5,Green,SAPE,Green SAPE,Q6,iButton,7/25/22 5:24
7/25/22,5:24:00,C,10.5,Green,SAPE,Green SAPE,Q7,iButton,7/25/22 5:24
7/25/22,5:24:00,C,11.5,Green,SAPE,Green SAPE,Q9,iButton,7/25/22 5:24
7/25/22,5:24:00,C,10.5,Green,STSA,Green STSA,Q5,iButton,7/25/22 5:24
7/25/22,5:24:00,C,10.5,Green,STSA,Green STSA,Q9,iButton,7/25/22 5:24
7/25/22,5:25:00,C,10,Brown,SAPE,Brown SAPE,Q1,iButton,7/25/22 5:25
7/25/22,5:25:00,C,11,Brown,SAPE,Brown SAPE,Q2,iButton,7/25/22 5:25
7/25/22,5:25:00,C,11.5,Brown,SAPE,Brown SAPE,Q3,iButton,7/25/22 5:25
7/25/22,5:25:00,C,12.5,Brown,SAPE,Brown SAPE,Q4,iButton,7/25/22 5:25
7/25/22,5:25:00,C,10,Brown,SAPE,Brown SAPE,Q7,iButton,7/25/22 5:25
7/25/22,5:25:00,C,12,Brown,SAPE,Brown SAPE,Q9,iButton,7/25/22 5:25
7/25/22,5:25:00,C,11,Brown,STSA,Brown STSA,Q2,iButton,7/25/22 5:25
7/25/22,5:25:00,C,11.5,Brown,STSA,Brown STSA,Q3,iButton,7/25/22 5:25
7/25/22,5:25:00,C,10.5,Brown,STSA,Brown STSA,Q5,iButton,7/25/22 5:25
7/25/22,5:25:00,C,11.5,Brown,STSA,Brown STSA,Q6,iButton,7/25/22 5:25
7/25/22,5:25:00,C,10.5,Green,SAPE,Green SAPE,Q2,iButton,7/25/22 5:25
7/25/22,5:25:00,C,11.5,Green,SAPE,Green SAPE,Q4,iButton,7/25/22 5:25
7/25/22,5:25:00,C,10,Green,SAPE,Green SAPE,Q5,iButton,7/25/22 5:25
7/25/22,5:25:00,C,10,Green,STSA,Green STSA,Q1,iButton,7/25/22 5:25
7/25/22,5:25:00,C,11,Green,STSA,Green STSA,Q2,iButton,7/25/22 5:25
7/25/22,5:25:00,C,10.5,Green,STSA,Green STSA,Q3,iButton,7/25/22 5:25
7/25/22,5:25:00,C,11.5,Green,STSA,Green STSA,Q4,iButton,7/25/22 5:25
7/25/22,5:25:00,C,11.5,Green,STSA,Green STSA,Q6,iButton,7/25/22 5:25
7/25/22,5:25:00,C,10.5,Green,STSA,Green STSA,Q7,iButton,7/25/22 5:25
7/25/22,5:26:00,C,10.5,Brown,SAPE,Brown SAPE,Q5,iButton,7/25/22 5:26
7/25/22,5:26:00,C,11.5,Brown,SAPE,Brown SAPE,Q6,iButton,7/25/22 5:26
7/25/22,5:26:00,C,11,Brown,STSA,Brown STSA,Q1,iButton,7/25/22 5:26
7/25/22,5:26:00,C,11.5,Brown,STSA,Brown STSA,Q4,iButton,7/25/22 5:26
7/25/22,5:26:00,C,11,Brown,STSA,Brown STSA,Q7,iButton,7/25/22 5:26
7/25/22,5:26:00,C,10.5,Brown,STSA,Brown STSA,Q9,iButton,7/25/22 5:26
7/25/22,5:26:00,C,11.5,Green,SAPE,Green SAPE,Q1,iButton,7/25/22 5:26
7/25/22,5:26:00,C,11.5,Green,SAPE,Green SAPE,Q3,iButton,7/25/22 5:26
7/25/22,5:26:00,C,11.5,Green,SAPE,Green SAPE,Q6,iButton,7/25/22 5:26
7/25/22,5:26:00,C,10.5,Green,SAPE,Green SAPE,Q7,iButton,7/25/22 5:26
7/25/22,5:26:00,C,11.5,Green,SAPE,Green SAPE,Q9,iButton,7/25/22 5:26
7/25/22,5:26:00,C,10.5,Green,STSA,Green STSA,Q5,iButton,7/25/22 5:26
7/25/22,5:26:00,C,10.5,Green,STSA,Green STSA,Q9,iButton,7/25/22 5:26
7/25/22,5:27:00,C,10,Brown,SAPE,Brown SAPE,Q1,iButton,7/25/22 5:27
7/25/22,5:27:00,C,11,Brown,SAPE,Brown SAPE,Q2,iButton,7/25/22 5:27
7/25/22,5:27:00,C,11.5,Brown,SAPE,Brown SAPE,Q3,iButton,7/25/22 5:27
7/25/22,5:27:00,C,12.5,Brown,SAPE,Brown SAPE,Q4,iButton,7/25/22 5:27
7/25/22,5:27:00,C,10,Brown,SAPE,Brown SAPE,Q7,iButton,7/25/22 5:27
7/25/22,5:27:00,C,12,Brown,SAPE,Brown SAPE,Q9,iButton,7/25/22 5:27
7/25/22,5:27:00,C,11,Brown,STSA,Brown STSA,Q2,iButton,7/25/22 5:27
7/25/22,5:27:00,C,11.5,Brown,STSA,Brown STSA,Q3,iButton,7/25/22 5:27
7/25/22,5:27:00,C,10.5,Brown,STSA,Brown STSA,Q5,iButton,7/25/22 5:27
7/25/22,5:27:00,C,11.5,Brown,STSA,Brown STSA,Q6,iButton,7/25/22 5:27
7/25/22,5:27:00,C,10.5,Green,SAPE,Green SAPE,Q2,iButton,7/25/22 5:27
7/25/22,5:27:00,C,11.5,Green,SAPE,Green SAPE,Q4,iButton,7/25/22 5:27
7/25/22,5:27:00,C,10,Green,SAPE,Green SAPE,Q5,iButton,7/25/22 5:27
7/25/22,5:27:00,C,10,Green,STSA,Green STSA,Q1,iButton,7/25/22 5:27
7/25/22,5:27:00,C,11,Green,STSA,Green STSA,Q2,iButton,7/25/22 5:27
7/25/22,5:27:00,C,10.5,Green,STSA,Green STSA,Q3,iButton,7/25/22 5:27
7/25/22,5:27:00,C,11,Green,STSA,Green STSA,Q4,iButton,7/25/22 5:27
7/25/22,5:27:00,C,11.5,Green,STSA,Green STSA,Q6,iButton,7/25/22 5:27
7/25/22,5:27:00,C,10.5,Green,STSA,Green STSA,Q7,iButton,7/25/22 5:27
7/25/22,5:28:00,C,10.5,Brown,SAPE,Brown SAPE,Q5,iButton,7/25/22 5:28
7/25/22,5:28:00,C,11.5,Brown,SAPE,Brown SAPE,Q6,iButton,7/25/22 5:28
7/25/22,5:28:00,C,11,Brown,STSA,Brown STSA,Q1,iButton,7/25/22 5:28
7/25/22,5:28:00,C,11.5,Brown,STSA,Brown STSA,Q4,iButton,7/25/22 5:28
7/25/22,5:28:00,C,11,Brown,STSA,Brown STSA,Q7,iButton,7/25/22 5:28
7/25/22,5:28:00,C,10.5,Brown,STSA,Brown STSA,Q9,iButton,7/25/22 5:28
7/25/22,5:28:00,C,11.5,Green,SAPE,Green SAPE,Q1,iButton,7/25/22 5:28
7/25/22,5:28:00,C,11,Green,SAPE,Green SAPE,Q3,iButton,7/25/22 5:28
7/25/22,5:28:00,C,11.5,Green,SAPE,Green SAPE,Q6,iButton,7/25/22 5:28
7/25/22,5:28:00,C,10.5,Green,SAPE,Green SAPE,Q7,iButton,7/25/22 5:28
7/25/22,5:28:00,C,11.5,Green,SAPE,Green SAPE,Q9,iButton,7/25/22 5:28
7/25/22,5:28:00,C,10.5,Green,STSA,Green STSA,Q5,iButton,7/25/22 5:28
7/25/22,5:28:00,C,10.5,Green,STSA,Green STSA,Q9,iButton,7/25/22 5:28
7/25/22,5:29:00,C,10,Brown,SAPE,Brown SAPE,Q1,iButton,7/25/22 5:29
7/25/22,5:29:00,C,11,Brown,SAPE,Brown SAPE,Q2,iButton,7/25/22 5:29
7/25/22,5:29:00,C,11.5,Brown,SAPE,Brown SAPE,Q3,iButton,7/25/22 5:29
7/25/22,5:29:00,C,12.5,Brown,SAPE,Brown SAPE,Q4,iButton,7/25/22 5:29
7/25/22,5:29:00,C,10,Brown,SAPE,Brown SAPE,Q7,iButton,7/25/22 5:29
7/25/22,5:29:00,C,12,Brown,SAPE,Brown SAPE,Q9,iButton,7/25/22 5:29
7/25/22,5:29:00,C,11,Brown,STSA,Brown STSA,Q2,iButton,7/25/22 5:29
7/25/22,5:29:00,C,11.5,Brown,STSA,Brown STSA,Q3,iButton,7/25/22 5:29
7/25/22,5:29:00,C,10.5,Brown,STSA,Brown STSA,Q5,iButton,7/25/22 5:29
7/25/22,5:29:00,C,11.5,Brown,STSA,Brown STSA,Q6,iButton,7/25/22 5:29
7/25/22,5:29:00,C,10.5,Green,SAPE,Green SAPE,Q2,iButton,7/25/22 5:29
7/25/22,5:29:00,C,11.5,Green,SAPE,Green SAPE,Q4,iButton,7/25/22 5:29
7/25/22,5:29:00,C,10,Green,SAPE,Green SAPE,Q5,iButton,7/25/22 5:29
7/25/22,5:29:00,C,10,Green,STSA,Green STSA,Q1,iButton,7/25/22 5:29
7/25/22,5:29:00,C,11,Green,STSA,Green STSA,Q2,iButton,7/25/22 5:29
7/25/22,5:29:00,C,10.5,Green,STSA,Green STSA,Q3,iButton,7/25/22 5:29
7/25/22,5:29:00,C,11,Green,STSA,Green STSA,Q4,iButton,7/25/22 5:29
7/25/22,5:29:00,C,11.5,Green,STSA,Green STSA,Q6,iButton,7/25/22 5:29
7/25/22,5:29:00,C,10.5,Green,STSA,Green STSA,Q7,iButton,7/25/22 5:29
7/25/22,5:30:00,C,10.5,Brown,SAPE,Brown SAPE,Q5,iButton,7/25/22 5:30
7/25/22,5:30:00,C,11.5,Brown,SAPE,Brown SAPE,Q6,iButton,7/25/22 5:30
7/25/22,5:30:00,C,11,Brown,STSA,Brown STSA,Q1,iButton,7/25/22 5:30
7/25/22,5:30:00,C,11.5,Brown,STSA,Brown STSA,Q4,iButton,7/25/22 5:30
